,id,female,age,school,asvab2,asvab3,asvab4,asvab5,asvab6,asvabc,height,weight85,weight94,sch_moth,sch_fath,siblings,library,pov78,exp,earnings,hours,tenure,collbarg,urban,ethnic,educ,faith,region,cat_emp,marital
304,756.0,female,38.0,12.0,40.0,38.0,44.0,41.0,54.0,40.726006,63.0,145.0,230.0,5.0,3.0,6.0,yes,yes,13.769231,11.28,40.0,6.7115383,no,yes,hispanic,high school dip,catholic,north central,private,married
305,757.0,female,40.0,14.0,46.0,43.0,44.0,44.0,39.0,45.36054,69.0,105.0,165.0,11.0,9.0,3.0,yes,yes,11.461538,16.34,40.0,4.519231,no,yes,black,associate degree,protestant,north central,government,married
306,758.0,female,42.0,12.0,39.0,31.0,38.0,38.0,55.0,36.63671,66.0,155.0,145.0,10.0,2.0,7.0,yes,no,12.230769,9.25,40.0,6.9423075,no,yes,black,high school dip,protestant,north central,private,divorced
307,761.0,female,43.0,15.0,46.0,60.0,56.0,47.0,46.0,53.266506,65.0,135.0,200.0,12.0,12.0,5.0,yes,yes,7.0961537,10.15,42.0,0.44230768,no,yes,white,high school dip,catholic,north central,private,married
308,762.0,male,41.0,12.0,46.0,44.0,59.0,54.0,45.0,49.72245,65.0,165.0,200.0,8.0,12.0,5.0,yes,no,19.653847,16.0,40.0,1.1153846,yes,yes,hispanic,high school dip,catholic,north central,private,married
309,763.0,male,40.0,12.0,51.0,43.0,56.0,40.0,42.0,51.35817,69.0,155.0,200.0,10.0,12.0,6.0,yes,no,15.403846,9.29,48.0,3.3461537,no,2.0,hispanic,high school dip,catholic,southern,private,single
310,764.0,female,39.0,14.0,42.0,39.0,50.0,52.0,56.0,43.72482,60.0,115.0,160.0,8.0,12.0,5.0,yes,no,7.9615383,8.44,40.0,3.2115386,no,no,hispanic,other,catholic,southern,government,divorced
311,769.0,male,41.0,12.0,42.0,59.0,41.0,50.0,49.0,46.723637,70.0,130.0,155.0,12.0,12.0,1.0,yes,no,18.096153,17.75,40.0,1.4423077,yes,yes,white,high school dip,catholic,north central,private,single
312,770.0,female,40.0,11.0,49.0,39.0,50.0,41.0,45.0,47.541496,62.0,92.0,95.0,11.0,11.0,1.0,yes,no,11.288462,11.0,50.0,3.0576923,no,yes,white,none,catholic,western,private,divorced
313,772.0,male,42.0,12.0,53.0,54.0,53.0,51.0,44.0,54.629604,73.0,180.0,200.0,12.0,14.0,1.0,yes,no,21.5,21.0,40.0,5.7115383,no,yes,white,high school dip,catholic,north central,private,divorced
314,774.0,male,42.0,14.0,40.0,59.0,59.0,42.0,47.0,50.54031,66.0,123.0,150.0,10.0,12.0,4.0,yes,no,12.711538,13.5,48.0,5.6153846,no,yes,white,associate degree,catholic,north central,private,single
315,776.0,male,41.0,17.0,64.0,60.0,59.0,62.0,57.0,63.89867,69.0,147.0,165.0,12.0,13.0,2.0,yes,no,15.403846,59.0,44.0,2.2884614,no,yes,white,degree,protestant,north central,private,married
316,777.0,male,39.0,16.0,58.0,52.0,56.0,62.0,56.0,57.628418,74.0,180.0,160.0,12.0,13.0,2.0,yes,no,14.307693,31.53,50.0,1.2115384,no,yes,white,degree,protestant,north central,private,divorced
317,779.0,female,38.0,14.0,45.0,50.0,50.0,52.0,46.0,48.359352,70.0,125.0,170.0,17.0,12.0,5.0,yes,no,17.038462,13.84,50.0,0.65384614,yes,yes,white,degree,protestant,north central,private,divorced
318,784.0,male,38.0,12.0,53.0,47.0,38.0,43.0,44.0,48.631973,70.0,145.0,165.0,10.0,12.0,2.0,no,no,16.076923,14.26,40.0,8.269231,yes,yes,hispanic,high school dip,protestant,north central,private,single
319,791.0,male,38.0,12.0,53.0,55.0,62.0,50.0,45.0,57.3558,68.0,155.0,125.0,12.0,11.0,2.0,yes,no,13.211538,30.0,50.0,0.07692308,yes,yes,white,high school dip,catholic,north central,private,single
320,793.0,male,44.0,16.0,57.0,60.0,50.0,62.0,59.0,57.628418,73.0,175.0,200.0,12.0,17.0,4.0,yes,no,14.557693,2.5,32.0,0.42307693,no,yes,white,high school dip,catholic,north central,private,single
321,796.0,male,41.0,16.0,64.0,61.0,62.0,57.0,60.0,64.98915,67.0,180.0,191.0,11.0,12.0,2.0,yes,no,19.788462,27.88,40.0,12.961538,no,yes,white,degree,protestant,north central,private,married
322,797.0,male,40.0,12.0,51.0,57.0,56.0,62.0,34.0,55.174843,73.0,240.0,260.0,11.0,12.0,2.0,yes,no,19.365385,25.9,40.0,2.0192308,yes,yes,white,high school dip,protestant,north central,private,married
323,799.0,male,38.0,12.0,42.0,50.0,50.0,53.0,42.0,46.723637,73.0,170.0,240.0,12.0,12.0,4.0,yes,no,16.23077,20.0,45.0,0.9423077,no,no,white,high school dip,protestant,southern,private,married
324,800.0,male,41.0,14.0,40.0,52.0,50.0,40.0,39.0,46.1784,70.0,165.0,195.0,10.0,9.0,3.0,yes,no,19.51923,18.18,55.0,2.7115386,no,yes,white,associate degree,protestant,western,private,married
325,802.0,male,40.0,12.0,40.0,46.0,44.0,40.0,45.0,42.906963,72.0,160.0,200.0,11.0,6.0,5.0,yes,no,13.0,17.09,45.0,13.019231,no,no,white,high school dip,protestant,southern,private,married
326,803.0,female,39.0,12.0,65.0,54.0,56.0,47.0,47.0,61.990334,68.0,124.0,145.0,12.0,12.0,3.0,yes,no,18.038462,18.18,55.0,7.9038463,yes,no,white,high school dip,other,north central,private,married
327,804.0,female,38.0,13.0,45.0,43.0,50.0,39.0,45.0,46.451015,69.0,155.0,250.0,12.0,12.0,3.0,yes,no,13.538462,9.82,40.0,13.096154,no,yes,white,high school dip,other,north central,private,divorced
328,805.0,female,44.0,12.0,42.0,48.0,41.0,50.0,41.0,43.72482,68.0,135.0,132.0,12.0,12.0,1.0,yes,no,12.903846,16.66,21.0,2.6153846,no,no,white,high school dip,protestant,north central,private,married
329,806.0,male,41.0,12.0,40.0,37.0,38.0,51.0,45.0,38.81767,71.0,145.0,160.0,12.0,12.0,3.0,yes,no,21.076923,28.0,40.0,8.211538,yes,yes,white,high school dip,catholic,north central,private,married
330,807.0,male,39.0,16.0,58.0,48.0,56.0,62.0,54.0,56.53794,74.0,210.0,230.0,12.0,12.0,3.0,yes,no,16.75,28.07,50.0,0.3653846,no,no,white,degree,catholic,north central,private,married
331,810.0,female,42.0,16.0,59.0,60.0,62.0,62.0,68.0,61.990334,60.0,105.0,125.0,12.0,12.0,4.0,yes,no,19.51923,36.24,52.0,4.076923,no,yes,white,degree,catholic,southern,private,married
332,811.0,female,43.0,15.0,55.0,55.0,59.0,52.0,52.0,57.628418,64.0,170.0,200.0,12.0,10.0,1.0,yes,no,16.134615,6.95,18.0,2.6346154,no,yes,white,associate degree,catholic,north central,government,married
333,813.0,male,42.0,20.0,65.0,59.0,56.0,62.0,57.0,63.35343,72.0,165.0,155.0,12.0,13.0,1.0,yes,no,15.673077,14.05,40.0,13.5,no,yes,white,masters,catholic,north central,private,married
334,815.0,male,42.0,12.0,62.0,48.0,56.0,44.0,48.0,58.7189,69.0,160.0,165.0,16.0,17.0,1.0,yes,no,20.865385,10.0,45.0,4.9423075,no,yes,white,high school dip,protestant,north central,private,married
335,816.0,female,44.0,16.0,38.0,55.0,62.0,52.0,66.0,49.17721,64.0,105.0,109.0,12.0,12.0,2.0,yes,no,10.038462,7.25,14.0,0.09615385,no,yes,white,degree,catholic,north central,private,married
336,817.0,male,38.0,16.0,53.0,56.0,56.0,54.0,50.0,55.992702,77.0,200.0,235.0,12.0,14.0,0.0,yes,no,13.480769,26.7,45.0,12.173077,no,yes,white,degree,catholic,north central,private,married
337,819.0,male,40.0,14.0,38.0,43.0,44.0,52.0,44.0,40.998627,64.0,145.0,160.0,12.0,12.0,1.0,no,no,18.961538,20.0,40.0,7.519231,yes,yes,white,associate degree,jewish,north central,private,married
338,820.0,female,41.0,16.0,50.0,46.0,56.0,61.0,50.0,51.630787,61.0,98.0,115.0,17.0,16.0,1.0,yes,no,16.23077,30.76,45.0,3.7307692,no,yes,white,degree,protestant,north central,government,married
339,821.0,female,44.0,18.0,66.0,61.0,59.0,57.0,59.0,65.261765,65.0,115.0,120.0,18.0,16.0,1.0,yes,no,15.115385,22.59,40.0,1.3269231,no,yes,white,masters,protestant,north central,private,divorced
340,823.0,male,41.0,14.0,38.0,46.0,47.0,57.0,64.0,42.634342,69.0,150.0,185.0,12.0,16.0,1.0,yes,,18.461538,12.5,43.0,0.30769232,no,yes,white,high school dip,,southern,private,single
341,825.0,male,44.0,17.0,59.0,61.0,59.0,62.0,53.0,61.44509,70.0,175.0,180.0,16.0,16.0,2.0,yes,no,18.961538,29.05,45.0,17.923077,no,yes,white,degree,catholic,western,private,married
342,827.0,male,42.0,20.0,64.0,60.0,59.0,58.0,52.0,63.89867,70.0,165.0,160.0,12.0,16.0,1.0,yes,no,16.653847,56.79,45.0,8.269231,no,yes,white,masters,protestant,southern,private,married
343,832.0,male,40.0,12.0,42.0,44.0,47.0,42.0,44.0,44.27006,71.0,180.0,210.0,12.0,12.0,8.0,yes,no,13.192307,6.5,25.0,0.65384614,no,yes,black,high school dip,protestant,western,private,divorced
344,833.0,male,37.0,13.0,36.0,35.0,23.0,46.0,35.0,32.00218,70.0,145.0,205.0,12.0,12.0,8.0,yes,,3.6730769,12.5,40.0,2.7692308,yes,yes,black,high school dip,protestant,north central,private,married
345,834.0,female,42.0,12.0,35.0,35.0,50.0,53.0,52.0,38.81767,62.0,167.0,187.0,12.0,12.0,8.0,yes,,12.269231,9.37,40.0,4.0961537,no,yes,black,high school dip,protestant,north central,government,divorced
346,835.0,female,38.0,13.0,39.0,41.0,47.0,54.0,47.0,41.816483,66.0,128.0,165.0,10.0,10.0,1.0,yes,no,16.596153,20.0,40.0,1.9038461,yes,yes,black,high school dip,protestant,north central,private,married
347,839.0,female,42.0,15.0,31.0,35.0,38.0,32.0,34.0,33.365276,65.0,118.0,170.0,12.0,10.0,1.0,yes,no,13.903846,9.61,40.0,2.8076923,no,yes,black,associate degree,protestant,southern,private,married
348,842.0,female,41.0,11.0,42.0,38.0,41.0,43.0,48.0,40.998627,67.0,190.0,230.0,12.0,12.0,2.0,yes,no,19.307692,10.57,30.0,8.865385,no,no,white,none,none,north central,private,divorced
349,843.0,female,40.0,12.0,45.0,48.0,50.0,47.0,53.0,47.814114,61.0,105.0,115.0,13.0,11.0,3.0,no,no,12.980769,8.0,30.0,5.3653846,no,yes,white,high school dip,protestant,southern,private,divorced
350,847.0,male,43.0,16.0,46.0,47.0,50.0,51.0,44.0,48.086735,68.0,155.0,175.0,11.0,11.0,8.0,yes,no,22.442308,35.71,35.0,7.0576925,yes,yes,black,high school dip,other,north eastern,government,married
351,849.0,female,42.0,12.0,46.0,47.0,44.0,51.0,40.0,46.451015,62.0,160.0,197.0,12.0,8.0,4.0,no,no,19.942308,11.9,42.0,8.980769,no,yes,white,high school dip,protestant,north central,private,single
352,850.0,male,40.0,13.0,62.0,56.0,56.0,53.0,55.0,60.899853,68.0,150.0,170.0,12.0,11.0,4.0,yes,no,20.134615,20.67,40.0,8.980769,yes,yes,white,high school dip,protestant,north central,government,married
353,851.0,male,42.0,12.0,54.0,52.0,53.0,55.0,54.0,54.629604,72.0,150.0,165.0,13.0,12.0,1.0,yes,no,23.038462,16.5,40.0,0.46153846,no,yes,white,high school dip,protestant,north central,private,married
354,854.0,female,39.0,12.0,42.0,57.0,50.0,51.0,43.0,48.631973,62.0,140.0,184.0,12.0,12.0,3.0,yes,no,12.0,10.0,36.0,0.3846154,no,yes,white,high school dip,other,north central,private,married
355,855.0,female,43.0,12.0,57.0,55.0,56.0,62.0,72.0,57.90104,64.0,100.0,120.0,12.0,16.0,6.0,yes,no,23.25,7.75,20.0,2.75,no,no,white,high school dip,catholic,north central,private,married
356,856.0,female,42.0,13.0,61.0,57.0,56.0,47.0,54.0,60.627235,66.0,125.0,135.0,12.0,12.0,6.0,yes,no,20.5,10.4,38.0,3.1923077,no,2.0,white,high school dip,protestant,southern,government,divorced
357,857.0,female,40.0,13.0,49.0,46.0,56.0,51.0,71.0,51.08555,64.0,110.0,110.0,12.0,12.0,4.0,yes,no,20.51923,16.02,36.0,1.7692307,no,yes,white,high school dip,protestant,southern,private,divorced
358,859.0,male,41.0,12.0,34.0,54.0,47.0,38.0,29.0,42.634342,69.0,190.0,200.0,12.0,12.0,4.0,yes,no,21.538462,15.0,55.0,15.961538,no,yes,white,high school dip,catholic,north central,private,married
359,860.0,male,40.0,12.0,57.0,54.0,56.0,52.0,51.0,57.628418,68.0,145.0,145.0,11.0,12.0,4.0,yes,no,20.615385,12.0,45.0,7.326923,no,yes,white,high school dip,catholic,north central,private,married
360,861.0,female,39.0,12.0,46.0,56.0,50.0,41.0,46.0,50.54031,62.0,140.0,170.0,12.0,12.0,4.0,yes,no,19.423077,12.0,40.0,14.480769,yes,yes,white,high school dip,protestant,north central,government,single
361,862.0,female,43.0,11.0,55.0,55.0,50.0,41.0,50.0,55.174843,62.0,120.0,140.0,9.0,12.0,1.0,no,no,15.423077,21.63,40.0,1.2692307,no,yes,white,none,protestant,north central,private,married
362,863.0,male,42.0,12.0,57.0,41.0,47.0,62.0,59.0,51.630787,73.0,175.0,195.0,14.0,16.0,3.0,yes,no,22.038462,20.83,60.0,7.9038463,no,yes,white,high school dip,catholic,north central,private,married
363,868.0,male,41.0,19.0,65.0,61.0,56.0,50.0,59.0,63.89867,71.0,180.0,200.0,15.0,18.0,3.0,yes,no,15.230769,16.82,40.0,5.5576925,no,no,white,high school dip,protestant,north central,government,married
364,870.0,male,39.0,12.0,39.0,33.0,29.0,35.0,29.0,34.728374,72.0,141.0,170.0,9.0,12.0,5.0,yes,no,19.153847,8.93,40.0,8.846154,yes,yes,white,high school dip,catholic,north central,private,married
365,872.0,male,42.0,16.0,58.0,61.0,47.0,55.0,66.0,57.628418,71.0,180.0,220.0,16.0,17.0,4.0,yes,no,18.634615,52.13,45.0,7.0961537,no,yes,white,degree,catholic,north central,private,married
366,874.0,male,38.0,18.0,62.0,59.0,62.0,52.0,55.0,63.35343,68.0,150.0,180.0,16.0,17.0,4.0,yes,no,14.211538,23.07,60.0,13.730769,yes,yes,white,masters,catholic,north central,government,married
367,875.0,female,44.0,12.0,42.0,55.0,50.0,40.0,48.0,48.086735,68.0,125.0,160.0,15.0,15.0,6.0,yes,no,23.192308,16.82,40.0,21.788462,no,yes,white,high school dip,catholic,north central,government,married
368,881.0,male,42.0,16.0,59.0,59.0,59.0,54.0,57.0,60.899853,70.0,160.0,185.0,16.0,16.0,6.0,no,no,20.038462,33.65,40.0,12.692307,no,no,white,degree,protestant,north central,private,married
369,882.0,male,39.0,16.0,50.0,52.0,53.0,61.0,58.0,52.448647,72.0,162.0,194.0,16.0,16.0,6.0,yes,no,17.326923,24.03,40.0,1.1730769,no,yes,white,degree,protestant,north central,government,married
370,883.0,female,37.0,15.0,54.0,52.0,53.0,53.0,47.0,54.629604,64.0,130.0,170.0,16.0,16.0,6.0,yes,no,14.634615,25.0,40.0,0.65384614,no,yes,white,high school dip,protestant,north central,self-employed,single
371,884.0,female,44.0,18.0,65.0,61.0,62.0,62.0,65.0,65.534386,68.0,120.0,135.0,13.0,15.0,2.0,yes,no,16.26923,24.27,40.0,2.75,no,yes,white,masters,other,western,government,married
372,886.0,female,41.0,18.0,57.0,61.0,59.0,50.0,56.0,60.354614,67.0,118.0,134.0,14.0,16.0,5.0,yes,no,12.076923,36.56,30.0,17.076923,no,no,white,masters,catholic,western,government,married
373,887.0,female,41.0,18.0,39.0,56.0,56.0,51.0,50.0,48.359352,63.0,140.0,170.0,14.0,16.0,5.0,yes,no,12.480769,17.3,50.0,17.865385,yes,yes,white,masters,catholic,north central,government,married
374,888.0,male,44.0,12.0,38.0,50.0,47.0,46.0,49.0,43.72482,73.0,175.0,195.0,14.0,14.0,3.0,yes,no,23.365385,17.62,60.0,24.76923,no,no,white,high school dip,catholic,north central,private,married
375,890.0,male,43.0,19.0,65.0,56.0,56.0,62.0,63.0,62.535572,73.0,180.0,195.0,12.0,14.0,4.0,yes,no,17.25,52.88,60.0,20.096153,no,no,white,masters,other,north central,private,married
376,891.0,male,42.0,12.0,61.0,48.0,44.0,58.0,54.0,54.90222,70.0,145.0,195.0,12.0,14.0,4.0,yes,no,23.326923,19.23,40.0,1.5384616,no,yes,white,high school dip,other,north central,private,divorced
377,893.0,female,43.0,12.0,40.0,52.0,56.0,60.0,66.0,47.814114,63.0,113.0,135.0,12.0,12.0,4.0,yes,no,19.153847,11.11,40.0,3.7115386,no,yes,white,high school dip,protestant,north central,government,married
378,896.0,female,40.0,16.0,66.0,60.0,59.0,62.0,65.0,64.98915,64.0,145.0,135.0,16.0,17.0,3.0,yes,no,15.980769,8.97,15.0,3.7884614,no,yes,white,degree,catholic,north central,government,married
379,898.0,female,37.0,16.0,58.0,51.0,53.0,62.0,54.0,56.53794,64.0,110.0,115.0,16.0,16.0,3.0,yes,no,15.807693,13.95,25.0,1.7884616,no,yes,white,degree,catholic,north central,government,married
380,899.0,male,45.0,15.0,65.0,61.0,53.0,58.0,50.0,63.08081,70.0,180.0,200.0,11.0,10.0,7.0,yes,no,22.711538,11.33,50.0,6.3653846,no,yes,white,high school dip,other,north central,private,married
381,902.0,male,39.0,17.0,59.0,54.0,59.0,57.0,47.0,59.536755,74.0,205.0,240.0,13.0,16.0,1.0,yes,no,16.096153,23.29,52.0,21.115385,no,no,white,degree,protestant,north central,government,married
382,908.0,male,40.0,16.0,55.0,56.0,59.0,51.0,50.0,57.90104,72.0,160.0,180.0,12.0,12.0,4.0,yes,no,17.73077,19.0,40.0,0.8269231,no,yes,white,high school dip,protestant,north central,private,married
383,909.0,female,38.0,15.0,43.0,51.0,53.0,52.0,56.0,48.359352,63.0,102.0,125.0,12.0,12.0,4.0,yes,no,12.576923,13.7,40.0,10.826923,yes,yes,white,other,protestant,north central,government,married
384,912.0,female,44.0,16.0,65.0,60.0,56.0,62.0,65.0,63.62605,64.0,129.0,135.0,12.0,10.0,2.0,yes,no,19.26923,10.41,60.0,2.8846154,yes,yes,white,degree,protestant,north central,government,married
385,914.0,female,40.0,12.0,54.0,61.0,53.0,61.0,53.0,57.08318,68.0,125.0,145.0,10.0,12.0,10.0,yes,no,22.961538,30.36,38.0,20.98077,no,yes,hispanic,high school dip,catholic,north central,government,married
386,916.0,male,43.0,16.0,62.0,59.0,56.0,55.0,63.0,61.717712,70.0,175.0,175.0,14.0,16.0,2.0,yes,no,20.211538,62.5,40.0,0.42307693,no,yes,white,degree,protestant,north central,private,married
387,917.0,male,43.0,12.0,39.0,50.0,50.0,47.0,54.0,45.087917,75.0,190.0,230.0,10.0,13.0,3.0,yes,no,14.0,13.23,40.0,0.25,yes,yes,white,high school dip,catholic,north central,private,single
388,918.0,female,39.0,12.0,42.0,54.0,56.0,44.0,48.0,49.449833,65.0,130.0,125.0,12.0,12.0,3.0,yes,no,18.26923,9.85,40.0,3.9230769,no,yes,white,high school dip,catholic,north central,private,divorced
389,919.0,male,42.0,12.0,49.0,52.0,50.0,41.0,37.0,51.08555,67.0,180.0,270.0,12.0,12.0,3.0,yes,no,22.711538,13.0,40.0,13.75,no,no,white,high school dip,protestant,north central,government,married
390,920.0,male,39.0,16.0,62.0,59.0,53.0,62.0,62.0,60.899853,70.0,150.0,155.0,12.0,12.0,3.0,yes,no,17.538462,42.73,45.0,1.9615384,no,yes,white,degree,protestant,southern,private,single
391,921.0,male,38.0,14.0,38.0,35.0,23.0,41.0,37.0,33.09266,72.0,210.0,240.0,12.0,12.0,3.0,yes,no,19.711538,22.96,40.0,6.9423075,yes,no,white,high school dip,protestant,north central,private,married
392,922.0,male,42.0,12.0,49.0,52.0,59.0,60.0,44.0,53.539127,76.0,235.0,285.0,10.0,11.0,6.0,yes,no,20.557692,31.53,50.0,0.8269231,no,yes,white,high school dip,protestant,north central,private,married
393,925.0,male,44.0,16.0,64.0,56.0,56.0,62.0,58.0,61.990334,70.0,175.0,190.0,12.0,14.0,2.0,yes,no,22.884615,37.79,48.0,5.826923,no,yes,white,degree,protestant,north central,private,married
394,928.0,female,41.0,16.0,43.0,52.0,53.0,53.0,45.0,48.631973,65.0,125.0,140.0,12.0,12.0,9.0,yes,yes,11.596154,5.15,24.0,1.1346154,no,yes,white,degree,catholic,north central,private,divorced
395,929.0,male,37.0,12.0,54.0,52.0,59.0,49.0,42.0,56.26532,73.0,180.0,210.0,12.0,12.0,2.0,yes,no,17.51923,8.01,58.0,7.4038463,no,yes,white,high school dip,protestant,north central,private,single
396,932.0,female,43.0,12.0,34.0,46.0,56.0,44.0,41.0,42.906963,64.0,127.0,127.0,12.0,12.0,5.0,yes,no,18.288462,15.0,40.0,8.442307,no,yes,white,none,catholic,north central,private,divorced
397,935.0,female,44.0,12.0,45.0,48.0,56.0,52.0,58.0,49.449833,64.0,143.0,180.0,12.0,12.0,6.0,yes,no,14.865385,9.46,25.0,4.6538463,yes,no,white,high school dip,catholic,north central,government,married
398,936.0,female,41.0,14.0,46.0,50.0,59.0,61.0,72.0,51.35817,63.0,110.0,135.0,12.0,12.0,6.0,yes,no,20.653847,15.75,20.0,2.5961537,no,yes,white,associate degree,catholic,north central,private,married
399,937.0,male,40.0,14.0,55.0,54.0,59.0,62.0,65.0,57.3558,65.0,131.0,135.0,12.0,12.0,6.0,yes,no,18.884615,27.88,40.0,11.576923,yes,yes,white,associate degree,catholic,north central,government,married
400,938.0,male,39.0,12.0,40.0,46.0,44.0,44.0,35.0,42.906963,68.0,145.0,145.0,12.0,12.0,6.0,yes,no,19.5,19.5,38.0,4.980769,no,yes,white,high school dip,catholic,north central,private,divorced
401,939.0,female,43.0,12.0,42.0,37.0,38.0,55.0,56.0,39.908146,66.0,130.0,128.0,12.0,10.0,5.0,yes,no,5.9615383,9.0,40.0,5.3076925,no,yes,white,high school dip,catholic,north central,private,divorced
402,941.0,male,44.0,13.0,47.0,52.0,50.0,51.0,54.0,49.99507,74.0,200.0,220.0,12.0,12.0,3.0,yes,no,21.826923,27.0,40.0,3.3269231,no,yes,white,high school dip,protestant,north central,government,married
403,942.0,female,41.0,12.0,53.0,47.0,56.0,53.0,65.0,53.539127,69.0,145.0,150.0,12.0,12.0,3.0,yes,no,23.038462,15.11,40.0,4.923077,no,yes,white,high school dip,catholic,north central,private,divorced
404,944.0,male,42.0,18.0,66.0,61.0,59.0,62.0,71.0,65.261765,70.0,140.0,160.0,12.0,12.0,0.0,yes,no,18.73077,24.5,38.0,11.384615,yes,yes,white,masters,protestant,north central,government,single
405,945.0,male,43.0,16.0,49.0,52.0,59.0,47.0,50.0,53.539127,70.0,170.0,168.0,12.0,12.0,1.0,yes,no,21.134615,10.67,60.0,5.8846154,no,yes,white,degree,catholic,north central,government,single
406,947.0,male,44.0,13.0,62.0,59.0,56.0,62.0,54.0,61.717712,71.0,170.0,190.0,10.0,12.0,9.0,yes,no,22.538462,28.8,40.0,2.7692308,yes,yes,white,high school dip,catholic,north central,private,married
407,949.0,female,39.0,12.0,47.0,50.0,53.0,48.0,45.0,50.26769,63.0,114.0,150.0,12.0,11.0,1.0,yes,no,18.134615,31.1,40.0,1.1730769,no,yes,white,high school dip,none,north central,private,married
408,950.0,female,38.0,12.0,58.0,59.0,59.0,52.0,58.0,60.354614,63.0,122.0,165.0,12.0,11.0,1.0,yes,no,20.23077,14.0,35.0,10.25,no,no,white,high school dip,none,north central,private,married
409,951.0,male,39.0,12.0,40.0,47.0,53.0,49.0,40.0,45.63316,68.0,155.0,195.0,12.0,12.0,3.0,no,no,21.076923,24.78,45.0,4.0576925,no,yes,white,high school dip,protestant,north central,private,married
410,952.0,female,38.0,12.0,58.0,41.0,53.0,61.0,59.0,53.811745,63.0,112.0,140.0,12.0,12.0,3.0,yes,no,18.442308,23.0,20.0,3.6153846,no,yes,white,high school dip,protestant,north central,private,married
411,953.0,female,43.0,12.0,59.0,56.0,59.0,53.0,57.0,60.081997,62.0,108.0,121.0,9.0,12.0,4.0,yes,,19.192308,9.5,40.0,2.7884614,no,yes,white,high school dip,catholic,north central,private,divorced
412,955.0,male,43.0,12.0,50.0,56.0,47.0,61.0,54.0,51.903408,73.0,175.0,185.0,12.0,12.0,2.0,yes,no,22.48077,16.0,40.0,1.9615384,no,yes,white,high school dip,protestant,north central,private,single
413,956.0,male,38.0,13.0,45.0,48.0,56.0,61.0,54.0,49.449833,73.0,165.0,195.0,12.0,12.0,2.0,yes,no,19.307692,14.0,40.0,9.711538,no,yes,white,high school dip,protestant,north central,private,married
414,959.0,male,42.0,14.0,66.0,57.0,62.0,54.0,55.0,64.98915,74.0,180.0,190.0,15.0,16.0,3.0,no,no,18.961538,39.91,53.0,7.5,no,yes,white,high school dip,catholic,north central,private,married
415,961.0,male,39.0,16.0,59.0,57.0,62.0,54.0,58.0,61.172474,71.0,193.0,245.0,15.0,16.0,3.0,no,no,17.76923,45.98,46.0,15.730769,no,yes,white,degree,protestant,north central,private,married
416,963.0,female,39.0,12.0,45.0,55.0,50.0,44.0,34.0,49.72245,67.0,128.0,140.0,12.0,9.0,3.0,yes,no,21.692308,27.32,38.0,18.807692,no,yes,white,high school dip,protestant,north central,private,divorced
417,964.0,female,38.0,12.0,45.0,41.0,41.0,52.0,57.0,43.4522,66.0,105.0,119.0,12.0,9.0,3.0,yes,no,17.461538,16.64,45.0,7.2115383,no,yes,white,none,protestant,north central,private,divorced
418,966.0,female,40.0,12.0,39.0,39.0,38.0,39.0,44.0,38.81767,65.0,133.0,148.0,12.0,10.0,7.0,yes,no,20.48077,16.58,40.0,17.576923,no,yes,white,high school dip,catholic,north central,private,divorced
419,967.0,female,39.0,12.0,42.0,33.0,29.0,42.0,44.0,36.364094,60.0,99.0,120.0,12.0,10.0,7.0,yes,no,19.846153,20.94,45.0,2.0,no,yes,white,high school dip,catholic,north central,private,married
420,969.0,female,43.0,12.0,51.0,56.0,56.0,52.0,37.0,54.90222,66.0,138.0,171.0,12.0,12.0,4.0,yes,no,22.538462,15.0,40.0,7.923077,no,yes,white,high school dip,catholic,north central,private,divorced
421,971.0,female,40.0,12.0,45.0,56.0,47.0,54.0,59.0,49.17721,68.0,121.0,150.0,12.0,12.0,4.0,yes,no,21.788462,15.93,35.0,3.0192308,no,yes,white,high school dip,catholic,north central,private,married
422,972.0,female,38.0,12.0,46.0,55.0,53.0,48.0,51.0,51.08555,65.0,118.0,169.0,12.0,12.0,4.0,yes,no,19.288462,15.38,40.0,0.59615386,no,yes,white,high school dip,catholic,north central,private,single
423,973.0,male,39.0,12.0,57.0,50.0,50.0,58.0,57.0,54.90222,69.0,170.0,178.0,12.0,12.0,2.0,yes,no,20.923077,16.34,40.0,14.0,no,yes,white,high school dip,protestant,north central,private,single
424,976.0,female,44.0,18.0,62.0,59.0,50.0,54.0,60.0,60.081997,71.0,130.0,130.0,11.0,12.0,3.0,yes,no,19.192308,12.75,20.0,0.48076922,no,yes,white,masters,protestant,north central,private,single
425,977.0,male,38.0,12.0,58.0,60.0,59.0,59.0,57.0,60.627235,75.0,180.0,210.0,11.0,12.0,3.0,yes,no,20.076923,25.0,40.0,18.153847,no,yes,white,high school dip,protestant,north central,private,married
426,978.0,female,43.0,16.0,42.0,48.0,41.0,53.0,54.0,43.72482,60.0,111.0,145.0,11.0,12.0,4.0,yes,yes,18.288462,10.81,32.0,1.9423077,yes,yes,white,degree,protestant,north central,government,married
427,979.0,female,42.0,12.0,42.0,54.0,56.0,60.0,54.0,49.449833,62.0,145.0,168.0,8.0,12.0,7.0,no,no,12.980769,9.68,60.0,9.961538,no,no,white,high school dip,protestant,north central,private,divorced
